transaction_id,customer_id,transaction_date,amount,currency,country,transaction_type,merchant,counterparty_name,description,channel,transactions_count,avg_amount_customer,high_amount_flag,risk_level,description_lower,rule_high_amount,rule_high_risk_country,rule_suspicious_description,rule_amount_vs_avg,rule_many_transactions,risk_score,aml_risk_level,alert_flag,alert_reason
17266,86,2026-02-01 10:14:26.224208,2085.02,USD,Poland,withdrawal,"Acosta, Moore and Patterson",Kristen Liu,Per civil edge tonight material from.,online,31,2324.9625806451613,0,low,per civil edge tonight material from.,0,0,0,0,0,0,low,0,
17267,365,2026-02-03 23:11:26.224208,35415.82,USD,UAE,withdrawal,Gillespie-Brown,Haley Jones,Service environmental high education religious.,online,30,6076.316999999999,1,medium,service environmental high education religious.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
17268,612,2026-02-13 18:55:26.224208,104.01,USD,Ukraine,transfer,Williams Ltd,Leah Strong,Recognize left allow particularly.,branch,41,2312.5643902439024,0,high,recognize left allow particularly.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
17269,43,2025-10-29 11:21:26.224208,3082.87,USD,Lithuania,payment,"Griffin, Wade and Carrillo",Antonio Johnson,Fast lay peace per.,branch,24,2468.5679166666664,0,medium,fast lay peace per.,0,0,0,0,0,0,low,0,
17270,203,2025-10-13 22:36:26.224208,609.39,USD,UK,payment,Washington Ltd,Jessica Grant,Shoulder bar indeed player walk.,mobile,30,4854.122,0,low,shoulder bar indeed player walk.,0,0,0,0,0,0,low,0,
17271,692,2025-10-10 21:06:26.224208,2412.21,USD,Germany,withdrawal,"Bonilla, Brown and Stout",Jason Johnson,Prove build finally population arrive blood. consulting,online,28,5453.737142857143,0,low,prove build finally population arrive blood. consulting,0,0,1,0,0,20,low,0,suspicious description
17272,353,2025-09-24 06:57:26.224208,1521.93,USD,Germany,payment,Smith Inc,Amanda Stevenson,Laugh music human. consulting,online,26,2032.932307692308,0,low,laugh music human. consulting,0,0,1,0,0,20,low,0,suspicious description
17273,248,2025-10-23 10:20:26.224208,1523.64,USD,UAE,payment,"Freeman, Williams and Blevins",Logan Marquez,Maybe consumer where mission.,branch,31,5320.8896774193545,0,medium,maybe consumer where mission.,0,0,0,0,0,0,low,0,
17274,816,2025-12-21 11:42:26.224208,1528.28,USD,Russia,transfer,"Baker, Arroyo and Mack",Elizabeth Reyes,Else course good yes also.,branch,29,2214.602413793104,0,high,else course good yes also.,0,1,0,0,0,25,low,0,high risk country
17275,416,2026-01-14 02:18:26.224208,2022.9,USD,Czech Republic,transfer,Jones-Beasley,Grant Escobar,Commercial film pass feeling fine start.,online,27,2282.7262962962964,0,medium,commercial film pass feeling fine start.,0,0,0,0,0,0,low,0,
17276,604,2026-02-28 22:55:26.224208,1729.14,USD,Poland,payment,"Johnson, Hall and Estes",Jesse Valdez,Goal employee sign.,online,40,3242.129,0,low,goal employee sign.,0,0,0,0,0,0,low,0,
17277,800,2025-10-15 04:49:26.224208,4890.92,USD,Turkey,transfer,Conley and Sons,Jeffrey Clark,White audience bring same safe.,branch,29,2595.892068965517,0,medium,white audience bring same safe.,0,0,0,0,0,0,low,0,
17278,71,2026-03-17 08:20:26.224208,17.62,USD,Poland,payment,Padilla Inc,Courtney Hardy,Color house perhaps together person board.,branch,30,2978.3486666666668,0,low,color house perhaps together person board.,0,0,0,0,0,0,low,0,
17279,621,2025-12-18 05:17:26.224208,258.87,USD,UK,withdrawal,Green LLC,Jennifer Flores,Mind practice factor.,mobile,28,3783.7475,0,low,mind practice factor.,0,0,0,0,0,0,low,0,
17280,405,2026-02-05 09:00:26.224208,2454.07,USD,Belarus,payment,"Sanchez, Arroyo and Wilson",Ronald Oconnor DDS,Nor when policy.,branch,32,7648.2834375,0,high,nor when policy.,0,1,0,0,0,25,low,0,high risk country
17281,468,2026-01-24 07:27:26.224208,3429.68,USD,Germany,withdrawal,Davies-Obrien,James Todd,Project age tough price.,mobile,33,2519.8584848484847,0,low,project age tough price.,0,0,0,0,0,0,low,0,
17282,520,2025-10-22 06:09:26.224208,1985.81,USD,Germany,withdrawal,Rhodes and Sons,Ronnie Villegas,Finally lose he student health trial.,online,38,3691.3081578947367,0,low,finally lose he student health trial.,0,0,0,0,0,0,low,0,
17283,522,2025-12-28 21:32:26.224208,2984.81,USD,Ukraine,payment,"Boyd, Chen and Patterson",Debra Adams,Film value to learn.,mobile,25,1094.052,0,high,film value to learn.,0,1,0,0,0,25,low,0,high risk country
17284,625,2025-11-16 23:27:26.224208,7260.46,USD,UAE,payment,Banks PLC,Christie Gallegos,After drug until professor exactly knowledge.,mobile,32,5607.6390625,0,medium,after drug until professor exactly knowledge.,0,0,0,0,0,0,low,0,
17285,14,2025-11-01 21:53:26.224208,247.08,USD,Germany,payment,"Martinez, Adams and Walker",Daniel Crawford,Compare enter war collection image. exchange,branch,29,3638.967931034483,0,low,compare enter war collection image. exchange,0,0,1,0,0,20,low,0,suspicious description
17286,270,2026-03-13 04:14:26.224208,13937.01,USD,Ukraine,payment,Ruiz LLC,Ellen Curry,Magazine most likely.,branch,31,2351.174193548387,1,high,magazine most likely.,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
17287,919,2025-10-27 17:59:26.224208,100.55,USD,Lithuania,transfer,Nunez and Sons,Mary Nguyen,Become why political.,mobile,30,1971.4456666666667,0,medium,become why political.,0,0,0,0,0,0,low,0,
17288,756,2025-11-05 14:22:26.224208,6604.33,USD,Belarus,transfer,"West, Evans and Johnson",Karen Griffin,System beat attack whose model.,mobile,32,3700.4775,0,high,system beat attack whose model.,0,1,0,0,0,25,low,0,high risk country
17289,102,2025-10-02 08:02:26.224208,1818.11,USD,Kazakhstan,transfer,Wheeler-Whitney,Pamela Ward,Must improve bill wall there mouth.,online,29,3797.026551724138,0,high,must improve bill wall there mouth.,0,1,0,0,0,25,low,0,high risk country
17290,102,2025-11-22 13:25:26.224208,2462.88,USD,Ukraine,transfer,Barnes-Cole,Holly Johnson,Rise wonder song.,mobile,29,3797.026551724138,0,high,rise wonder song.,0,1,0,0,0,25,low,0,high risk country
17291,455,2026-01-03 23:15:26.224208,3358.9,USD,Poland,withdrawal,Hall Inc,Misty Richardson,Treatment degree much decision late couple.,mobile,28,4186.545,0,low,treatment degree much decision late couple.,0,0,0,0,0,0,low,0,
17292,767,2025-11-12 09:10:26.224208,1231.58,USD,Germany,withdrawal,"Cunningham, Morgan and Erickson",Suzanne Rodriguez,More particular question later forget.,online,34,2289.648235294117,0,low,more particular question later forget.,0,0,0,0,0,0,low,0,
17293,916,2026-02-10 23:47:26.224208,881.98,USD,Ukraine,transfer,"Lopez, Daniel and Pittman",Andrew Kerr,Hot high clear business join.,branch,30,1785.063,0,high,hot high clear business join.,0,1,0,0,0,25,low,0,high risk country
17294,612,2026-01-08 01:17:26.224208,396.5,USD,Kazakhstan,withdrawal,"Hernandez, Oneill and Reynolds",Erin Ray,Far available either guess change.,branch,41,2312.5643902439024,0,high,far available either guess change.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
17295,807,2026-02-08 08:53:26.224208,5582.73,USD,Belarus,payment,Vaughan-Bolton,Michael Conrad,Option enough plan.,online,38,2450.2776315789474,0,high,option enough plan.,0,1,0,0,0,25,low,0,high risk country
17296,131,2026-01-05 06:42:26.224208,1506.85,USD,Poland,payment,Quinn-Lopez,Carrie Russo,Main argue choose money country.,mobile,31,2163.284193548387,0,low,main argue choose money country.,0,0,0,0,0,0,low,0,
17297,763,2025-10-01 05:15:26.224208,4190.79,USD,Russia,transfer,Riddle-Weaver,Daniel Thomas,Mind performance any.,branch,24,4087.401666666666,0,high,mind performance any.,0,1,0,0,0,25,low,0,high risk country
17298,702,2025-11-10 02:53:26.224208,824.58,USD,Lithuania,transfer,Frazier-Williams,Robert Cooley,I least budget various read democratic.,branch,36,2392.6619444444445,0,medium,i least budget various read democratic.,0,0,0,0,0,0,low,0,
17299,583,2026-02-16 22:31:26.224208,41.46,USD,Kazakhstan,withdrawal,"Weiss, Hill and Chavez",Sandra Hess,Attack often onto six.,online,35,2272.7760000000003,0,high,attack often onto six.,0,1,0,0,0,25,low,0,high risk country
17300,142,2025-10-18 22:20:26.224208,2835.28,USD,Poland,withdrawal,Smith and Sons,Clifford Maxwell,Agent carry still start.,branch,26,3742.673076923077,0,low,agent carry still start.,0,0,0,0,0,0,low,0,
17301,38,2026-01-05 10:03:26.224208,355.69,USD,Lithuania,withdrawal,Compton Group,Christopher Ray,Manager bill role factor toward agreement.,mobile,27,3249.787037037037,0,medium,manager bill role factor toward agreement.,0,0,0,0,0,0,low,0,
17302,193,2025-11-02 08:15:26.224208,1958.49,USD,Turkey,payment,Miranda-Wright,John Hill,Somebody ahead large team citizen fear. cash out,branch,34,2380.623235294118,0,medium,somebody ahead large team citizen fear. cash out,0,0,1,0,0,20,low,0,suspicious description
17303,512,2025-12-09 23:44:26.224208,3972.59,USD,Russia,transfer,Martin-Parrish,Heather Smith,Reality anything though change anything.,online,27,2309.3766666666666,0,high,reality anything though change anything.,0,1,0,0,0,25,low,0,high risk country
17304,816,2025-09-27 02:22:26.224208,1492.09,USD,Ukraine,payment,Johnson and Sons,Brianna Lee,Technology least because.,online,29,2214.602413793104,0,high,technology least because.,0,1,0,0,0,25,low,0,high risk country
17305,319,2026-01-05 21:35:26.224208,13.84,USD,Kazakhstan,withdrawal,"Lara, Buchanan and Donaldson",Benjamin Velazquez,Responsibility long card hospital candidate writer.,branch,39,2018.418205128205,0,high,responsibility long card hospital candidate writer.,0,1,0,0,0,25,low,0,high risk country
17306,253,2026-02-24 14:33:26.224208,2215.48,USD,Germany,transfer,Kane PLC,Jessica Payne,Development challenge information suffer better.,mobile,32,4876.153125,0,low,development challenge information suffer better.,0,0,0,0,0,0,low,0,
17307,209,2026-01-20 12:43:26.224208,6279.43,USD,Turkey,transfer,Sheppard-Castaneda,Ryan Cox,Perform cultural ok.,online,32,2525.5925,0,medium,perform cultural ok.,0,0,0,0,0,0,low,0,
17308,95,2026-01-18 20:18:26.224208,1750.19,USD,Kazakhstan,payment,"Wright, Nash and Smith",Kevin Duran,Edge bed face either race trip.,branch,31,2245.4,0,high,edge bed face either race trip.,0,1,0,0,0,25,low,0,high risk country
17309,573,2026-02-17 09:46:26.224208,339.29,USD,Ukraine,withdrawal,"Shields, Harris and Thomas",Amy Carey,Yet about same certain.,branch,38,1905.9813157894728,0,high,yet about same certain.,0,1,0,0,0,25,low,0,high risk country
17310,364,2026-02-27 07:04:26.224208,1881.34,USD,Russia,payment,"Fisher, Lawson and Kidd",Amanda Simmons,Individual their floor successful.,online,29,4825.3303448275865,0,high,individual their floor successful.,0,1,0,0,0,25,low,0,high risk country
17311,840,2025-12-14 23:40:26.224208,5566.04,USD,Kazakhstan,transfer,Campbell-Rasmussen,Carrie Noble,Huge tough young food. consulting,mobile,39,2095.9866666666667,0,high,huge tough young food. consulting,0,1,1,0,0,45,medium,1,"high risk country, suspicious description"
17312,356,2025-10-26 21:04:26.224208,5623.06,USD,Germany,withdrawal,Henry-Thompson,Alex Johnson,Spend positive suffer place visit.,online,48,2316.454166666667,0,low,spend positive suffer place visit.,0,0,0,0,1,10,low,0,many transactions
17313,191,2025-11-10 11:35:26.224208,729.71,USD,Czech Republic,transfer,Graham Group,Cindy Allen,Water lot entire.,branch,26,4637.368461538462,0,medium,water lot entire.,0,0,0,0,0,0,low,0,
17314,417,2025-09-26 19:25:26.224208,918.98,USD,USA,transfer,"Griffin, Gonzales and Morales",Ryan Cook,Far possible despite most mean.,branch,22,7901.282272727272,0,low,far possible despite most mean.,0,0,0,0,0,0,low,0,
17315,949,2025-09-30 10:53:26.224208,458.58,USD,Germany,payment,"Daniels, Stevens and Mullins",Megan Williams,Human national nearly indicate mention. ÐºÑÐ¸Ð¿ÑÐ°,mobile,34,1902.288823529412,0,low,human national nearly indicate mention. ðºñð¸ð¿ñð°,0,0,0,0,0,0,low,0,
17316,697,2026-01-10 14:12:26.224208,805.43,USD,UAE,payment,Bruce-Johnson,Frank Reyes,Treat stuff knowledge long training picture.,mobile,33,3324.7124242424243,0,medium,treat stuff knowledge long training picture.,0,0,0,0,0,0,low,0,
17317,289,2025-12-09 00:48:26.224208,5479.98,USD,Belarus,withdrawal,"Wilson, Gilbert and Smith",Christina Allen,Coach fine hospital someone popular act. gift,branch,26,1658.3073076923076,0,high,coach fine hospital someone popular act. gift,0,1,1,1,0,60,high,1,"high risk country, suspicious description, amount above avg"
17318,963,2026-01-26 06:10:26.224208,1678.28,USD,USA,transfer,Dean Inc,Ashley Oconnor,Inside strategy blue several at between.,online,30,1937.8546666666664,0,low,inside strategy blue several at between.,0,0,0,0,0,0,low,0,
17319,36,2025-12-23 09:39:26.224208,5518.67,USD,Belarus,payment,Nguyen PLC,Logan Hamilton,Education watch statement read understand.,branch,31,6155.241612903225,0,high,education watch statement read understand.,0,1,0,0,0,25,low,0,high risk country
17320,719,2026-03-21 18:04:26.224208,621.58,USD,Czech Republic,payment,"Roberts, Jackson and Montgomery",Dana Parks,Run newspaper lose rock.,online,27,2202.969259259259,0,medium,run newspaper lose rock.,0,0,0,0,0,0,low,0,
17321,67,2026-02-16 18:40:26.224208,3869.3,USD,Turkey,transfer,Ward Inc,Todd Fry,Project property human.,branch,29,2072.9500000000003,0,medium,project property human.,0,0,0,0,0,0,low,0,
17322,911,2025-10-13 15:40:26.224208,1939.36,USD,Turkey,transfer,"Andersen, Tucker and Owens",Bradley Ward,Be view majority husband reflect during goal.,branch,52,2519.5267307692307,0,medium,be view majority husband reflect during goal.,0,0,0,0,1,10,low,0,many transactions
17323,539,2025-12-24 04:28:26.224208,76.23,USD,Russia,withdrawal,"Johnson, Fowler and Austin",Katherine Estrada,His American college apply reduce beyond.,branch,36,2409.1902777777777,0,high,his american college apply reduce beyond.,0,1,0,0,0,25,low,0,high risk country
17324,140,2026-03-17 16:53:26.224208,603.18,USD,UK,payment,Riggs-Campbell,Mr. Michael Guzman DDS,Activity art best song meeting.,branch,25,2438.09,0,low,activity art best song meeting.,0,0,0,0,0,0,low,0,
17325,289,2026-03-20 17:18:26.224208,240.36,USD,Ukraine,withdrawal,Allen Group,Michael Taylor,Machine popular pass camera memory.,branch,26,1658.3073076923076,0,high,machine popular pass camera memory.,0,1,0,0,0,25,low,0,high risk country
17326,343,2026-01-28 01:34:26.224208,2616.34,USD,Turkey,transfer,Ramirez-Banks,Mark Anderson,General add ground beautiful herself computer.,branch,28,1690.0792857142858,0,medium,general add ground beautiful herself computer.,0,0,0,0,0,0,low,0,
17327,15,2025-12-09 19:00:26.224208,1340.84,USD,Germany,transfer,Franklin-Turner,Scott Flores,Night foreign all road maintain happy.,online,37,3133.067027027027,0,low,night foreign all road maintain happy.,0,0,0,0,0,0,low,0,
17328,718,2025-12-03 09:23:26.224208,6059.05,USD,Belarus,payment,Case and Sons,Dr. Audrey Abbott MD,Congress order be task your oil.,online,35,2183.197142857143,0,high,congress order be task your oil.,0,1,0,0,0,25,low,0,high risk country
17329,521,2026-02-26 08:19:26.224208,3213.56,USD,Ukraine,transfer,Stein-Turner,Michael Thomas,Fast along her site shake.,online,31,1993.7625806451613,0,high,fast along her site shake.,0,1,0,0,0,25,low,0,high risk country
17330,715,2026-02-12 03:50:26.224208,7277.04,USD,UAE,withdrawal,Ball PLC,Michael Barr,Green early rest.,branch,35,4336.234857142857,0,medium,green early rest.,0,0,0,0,0,0,low,0,
17331,714,2026-01-08 00:10:26.224208,1182.4,USD,Lithuania,payment,Fuentes LLC,Jennifer Fields,Blood help nor may strong.,branch,26,8325.163461538461,0,medium,blood help nor may strong.,0,0,0,0,0,0,low,0,
17332,455,2025-11-27 09:42:26.224208,33734.68,USD,Belarus,withdrawal,Russo Group,Dr. Kenneth Singleton,Though name message purpose find. Ð¿ÐµÑÐµÐ²Ð¾Ð´,branch,28,4186.545,1,high,though name message purpose find. ð¿ðµñðµð²ð¾ð´,1,1,0,1,0,70,high,1,"high amount, high risk country, amount above avg"
17333,352,2026-03-11 09:05:26.224208,1865.81,USD,Poland,transfer,Goodman and Sons,Kimberly Brown,Democrat himself I organization management.,branch,40,1980.539,0,low,democrat himself i organization management.,0,0,0,0,0,0,low,0,
17334,16,2026-01-13 11:21:26.224208,3261.24,USD,Kazakhstan,withdrawal,Lopez-Mathis,Susan Mcdonald,Real here responsibility role.,branch,38,4387.208947368421,0,high,real here responsibility role.,0,1,0,0,0,25,low,0,high risk country
17335,918,2026-01-07 16:43:26.224208,1349.61,USD,Belarus,transfer,"Robinson, Hancock and Armstrong",John Boyd,Chair no good game ask size.,mobile,32,3680.58375,0,high,chair no good game ask size.,0,1,0,0,0,25,low,0,high risk country
17336,352,2026-02-04 12:30:26.224208,2229.43,USD,Ukraine,transfer,Skinner Inc,Dylan Hernandez,Character manage stock hotel floor catch.,branch,40,1980.539,0,high,character manage stock hotel floor catch.,0,1,0,0,0,25,low,0,high risk country
17337,188,2025-11-08 08:28:26.224208,760.56,USD,Turkey,transfer,Jones-Villanueva,Katie Dyer,Yet buy contain this benefit crime challenge.,mobile,31,6962.75,0,medium,yet buy contain this benefit crime challenge.,0,0,0,0,0,0,low,0,
17338,935,2026-03-15 04:14:26.224208,1973.25,USD,UAE,withdrawal,"Ibarra, Sheppard and Martinez",Cynthia Wade,Professor attention senior talk gas.,online,27,2168.794074074074,0,medium,professor attention senior talk gas.,0,0,0,0,0,0,low,0,
17339,315,2025-09-29 23:10:26.224208,3825.62,USD,UK,withdrawal,"Williams, Lawson and Lynch",Amy James,Until fly nice.,mobile,35,2112.7025714285714,0,low,until fly nice.,0,0,0,0,0,0,low,0,
17340,45,2026-01-05 09:29:26.224208,1954.48,USD,Turkey,payment,Fuentes PLC,Katelyn Riggs,Decide draw knowledge for.,online,24,3678.3745833333337,0,medium,decide draw knowledge for.,0,0,0,0,0,0,low,0,
17341,800,2026-02-08 00:24:26.224208,6743.63,USD,USA,payment,"Gillespie, Barnes and Hester",Michael Good,Expect bag specific accept wish.,online,29,2595.892068965517,0,low,expect bag specific accept wish.,0,0,0,0,0,0,low,0,
17342,458,2025-12-10 21:21:26.224208,42.76,USD,Kazakhstan,withdrawal,Aguilar-Henry,Stephen Walker,Top floor spend kid.,online,28,3810.4717857142855,0,high,top floor spend kid.,0,1,0,0,0,25,low,0,high risk country
17343,137,2025-09-29 06:43:26.224208,2051.41,USD,Kazakhstan,transfer,"Smith, Hardy and Wong",Danielle Murphy,Again ever attention serve property speech.,online,42,1911.7561904761903,0,high,again ever attention serve property speech.,0,1,0,0,1,35,medium,1,"high risk country, many transactions"
17344,344,2026-01-04 23:49:26.224208,117.48,USD,USA,transfer,Johnson and Sons,Pamela Lynch,Against most also alone.,online,41,5050.080487804878,0,low,against most also alone.,0,0,0,0,1,10,low,0,many transactions
17345,220,2026-02-21 08:26:26.224208,1602.41,USD,Germany,transfer,Massey Inc,Jennifer Meza,How employee else image.,mobile,29,4097.414827586207,0,low,how employee else image.,0,0,0,0,0,0,low,0,
17346,205,2025-09-27 01:50:26.224208,1003.44,USD,Lithuania,withdrawal,Williams and Sons,Marco Ramos,Land speak couple. gift,branch,34,2342.463823529412,0,medium,land speak couple. gift,0,0,1,0,0,20,low,0,suspicious description
17347,581,2025-12-05 03:35:26.224208,833.1,USD,Russia,transfer,Wright LLC,Nicole Walker,Particular likely general. ÐºÑÐ¸Ð¿ÑÐ°,branch,27,3190.109259259259,0,high,particular likely general. ðºñð¸ð¿ñð°,0,1,0,0,0,25,low,0,high risk country
17348,831,2026-02-19 01:36:26.224208,87826.83,USD,Czech Republic,payment,Cook-Butler,Cynthia Spence,Fire animal last from.,branch,25,5731.13,1,medium,fire animal last from.,1,0,0,1,0,45,medium,1,"high amount, amount above avg"
17349,62,2025-12-02 21:27:26.224208,2498.65,USD,UK,withdrawal,Gallagher Inc,Mary Fletcher,Space prepare institution Democrat fill card.,branch,30,2088.712666666667,0,low,space prepare institution democrat fill card.,0,0,0,0,0,0,low,0,
17350,515,2026-02-03 22:48:26.224208,3704.97,USD,Germany,withdrawal,"Baker, Davis and Jones",Kevin Hines,Indicate me interest run near low.,mobile,31,5463.397096774193,0,low,indicate me interest run near low.,0,0,0,0,0,0,low,0,
17351,421,2025-11-02 03:35:26.224208,510.22,USD,Ukraine,payment,"Petty, Jackson and Brady",Jesus Copeland,Morning career politics prevent organization issue.,mobile,32,3068.8621875,0,high,morning career politics prevent organization issue.,0,1,0,0,0,25,low,0,high risk country
17352,131,2025-12-16 00:09:26.224208,290.43,USD,Belarus,withdrawal,Haynes-Garcia,Gerald Kidd,Candidate cold send guess fall spend.,mobile,31,2163.284193548387,0,high,candidate cold send guess fall spend.,0,1,0,0,0,25,low,0,high risk country
17353,805,2025-12-18 16:12:26.224208,385.52,USD,Ukraine,payment,Reyes and Sons,Meghan Mercer,Statement room anything.,online,33,2789.942121212121,0,high,statement room anything.,0,1,0,0,0,25,low,0,high risk country
17354,48,2025-10-14 13:38:26.224208,408.63,USD,Lithuania,payment,Sanders-Lane,Sara Sanchez,Trial defense line affect already strong.,online,37,4328.811891891892,0,medium,trial defense line affect already strong.,0,0,0,0,0,0,low,0,
17355,666,2025-12-17 21:55:26.224208,2409.1,USD,Turkey,transfer,Weber-Meyers,David Torres,Rather onto street capital add past.,branch,30,6710.855666666666,0,medium,rather onto street capital add past.,0,0,0,0,0,0,low,0,
17356,706,2026-03-20 01:56:26.224208,2705.73,USD,UAE,transfer,"Dodson, Murillo and Brown",Kevin Guerra,Never situation apply just pull stop.,branch,27,2850.75037037037,0,medium,never situation apply just pull stop.,0,0,0,0,0,0,low,0,
17357,922,2026-03-02 06:53:26.224208,1961.72,USD,Ukraine,withdrawal,"Schmitt, Hughes and Barron",Jeffrey Brown,Daughter organization night issue.,online,26,2177.098461538462,0,high,daughter organization night issue.,0,1,0,0,0,25,low,0,high risk country
17358,814,2025-11-26 18:08:26.224208,9384.68,USD,Ukraine,transfer,Bright LLC,James Harris,Boy yard relationship.,mobile,34,2108.985,0,high,boy yard relationship.,0,1,0,1,0,40,medium,1,"high risk country, amount above avg"
17359,151,2026-01-23 04:07:26.224208,525.81,USD,Lithuania,payment,Davis-Washington,Terri James,Recently simply reason stop. Ð¾Ð±Ð½Ð°Ð»,branch,54,3760.795555555556,0,medium,recently simply reason stop. ð¾ð±ð½ð°ð»,0,0,0,0,1,10,low,0,many transactions
17360,174,2025-12-10 13:58:26.224208,1800.24,USD,UAE,transfer,Cobb PLC,John Lee,Affect way senior network citizen.,online,28,3114.2107142857144,0,medium,affect way senior network citizen.,0,0,0,0,0,0,low,0,
17361,420,2025-10-21 00:46:26.224208,460.33,USD,Ukraine,transfer,Mitchell-Bray,Thomas Daniels,Throw personal key raise I quality. loan return,branch,35,2811.242571428571,0,high,throw personal key raise i quality. loan return,0,1,1,0,0,45,medium,1,"high risk country, suspicious description"
17362,997,2025-11-02 01:46:26.224208,1112.5,USD,Belarus,payment,"Parsons, Contreras and Perkins",Robert Glover,Parent hair ten certainly both because.,branch,38,4364.44552631579,0,high,parent hair ten certainly both because.,0,1,0,0,0,25,low,0,high risk country
17363,397,2025-12-23 02:50:26.224208,654.68,USD,Czech Republic,payment,Mcguire Ltd,Larry Cross,Short simple crime however.,online,30,3045.858333333333,0,medium,short simple crime however.,0,0,0,0,0,0,low,0,
17364,185,2025-11-23 17:45:26.224208,1999.85,USD,Belarus,withdrawal,"Cooper, Simmons and Case",Amanda Daniels,Score have still oil school music.,branch,26,6380.233076923077,0,high,score have still oil school music.,0,1,0,0,0,25,low,0,high risk country
17365,291,2026-01-10 09:51:26.224208,398.79,USD,Ukraine,withdrawal,Wiley Inc,Patricia Campbell,Fire market party always.,branch,38,2340.9752631578945,0,high,fire market party always.,0,1,0,0,0,25,low,0,high risk country
17366,186,2025-11-16 00:25:26.224208,5678.51,USD,UK,transfer,Mason and Sons,Michael Shah,Face yard artist number have.,online,37,6343.371621621622,0,low,face yard artist number have.,0,0,0,0,0,0,low,0,
17367,473,2025-10-29 22:19:26.224208,1572.21,USD,UAE,transfer,Travis Inc,Joseph Scott,Serious mouth religious though.,branch,45,5496.630666666667,0,medium,serious mouth religious though.,0,0,0,0,1,10,low,0,many transactions
17368,109,2026-03-03 09:36:26.224208,1482.65,USD,UAE,payment,Mckay-Williams,Megan Noble,Note despite stock hospital authority short.,mobile,42,4182.144285714286,0,medium,note despite stock hospital authority short.,0,0,0,0,1,10,low,0,many transactions
17369,977,2026-01-12 10:58:26.224208,591.08,USD,UK,transfer,Harris-Baker,Christopher Shepard,Need option writer eight door compare.,branch,38,7607.916578947367,0,low,need option writer eight door compare.,0,0,0,0,0,0,low,0,
17370,539,2026-03-10 02:45:26.224208,3908.29,USD,Germany,transfer,Baldwin LLC,Joshua Terry,Event technology really.,branch,36,2409.1902777777777,0,low,event technology really.,0,0,0,0,0,0,low,0,
17371,194,2025-10-08 11:34:26.224208,227.62,USD,Ukraine,transfer,Black-Douglas,Lawrence Lowe,Policy the painting difficult five.,mobile,35,2354.0302857142856,0,high,policy the painting difficult five.,0,1,0,0,0,25,low,0,high risk country
17372,155,2026-01-13 06:22:26.224208,187.46,USD,Lithuania,transfer,Nunez PLC,David Mcbride,Hair within force four.,online,23,1707.444347826087,0,medium,hair within force four.,0,0,0,0,0,0,low,0,
17373,359,2025-11-20 17:54:26.224208,3523.11,USD,Russia,transfer,Jones-Camacho,Lisa Berry,Alone benefit eight.,online,23,2087.879130434783,0,high,alone benefit eight.,0,1,0,0,0,25,low,0,high risk country
17374,78,2025-12-04 16:36:26.224208,498.61,USD,Czech Republic,withdrawal,Hampton-Jackson,Jennifer Harmon,Easy clearly result response mean nice.,mobile,30,4345.991333333333,0,medium,easy clearly result response mean nice.,0,0,0,0,0,0,low,0,
17375,23,2026-02-12 13:40:26.224208,518.77,USD,Czech Republic,transfer,"Lewis, Garcia and Jackson",Stephanie Fox,Down where close cultural newspaper morning.,mobile,34,2617.015882352941,0,medium,down where close cultural newspaper morning.,0,0,0,0,0,0,low,0,
17376,614,2026-02-28 16:08:26.224208,1578.42,USD,Lithuania,transfer,Mckenzie Ltd,Jessica Sanchez,Receive even family.,mobile,41,3313.749268292683,0,medium,receive even family.,0,0,0,0,1,10,low,0,many transactions
17377,295,2025-12-03 01:03:26.224208,148.58,USD,Russia,withdrawal,Forbes Inc,Elizabeth Lang,Note trial clearly local list.,online,29,1982.4079310344828,0,high,note trial clearly local list.,0,1,0,0,0,25,low,0,high risk country
17378,431,2025-11-05 23:19:26.224208,1508.19,USD,UK,transfer,"Oneal, Richardson and Johnson",Melanie Miller,Meeting prove law create get laugh.,online,24,1108.0720833333332,0,low,meeting prove law create get laugh.,0,0,0,0,0,0,low,0,
17379,730,2026-02-17 13:34:26.224208,2819.17,USD,UK,payment,Torres Inc,John Miller MD,Activity practice prepare story.,online,25,1933.3968,0,low,activity practice prepare story.,0,0,0,0,0,0,low,0,
17380,536,2025-09-29 07:29:26.224208,1245.38,USD,UAE,payment,Cruz-Burgess,Kristin Johnson,Probably go west while unit.,mobile,28,2135.3082142857143,0,medium,probably go west while unit.,0,0,0,0,0,0,low,0,
17381,127,2026-03-04 19:40:26.224208,2529.16,USD,Germany,payment,"Young, Scott and Moore",Alexander Reid,Specific class that.,branch,31,1460.165806451613,0,low,specific class that.,0,0,0,0,0,0,low,0,
17382,693,2025-12-05 05:15:26.224208,924.6,USD,UAE,transfer,"Manning, Smith and Ortiz",Tara Weaver,Large fine artist strategy natural.,online,24,2087.065416666667,0,medium,large fine artist strategy natural.,0,0,0,0,0,0,low,0,
17383,387,2025-10-09 08:10:26.224208,1449.3,USD,UAE,payment,Lin PLC,James Larson,Ever to market improve air never.,online,36,3088.179444444444,0,medium,ever to market improve air never.,0,0,0,0,0,0,low,0,
